recomendacao_conteudo,qtde_ocorr,perc_ocorr
"Divulgar os ensinamentos do presente relatório aos operadores da aviação agrícola, enfatizando a importância da manutenção das aeronaves e do seu controle para a prevenção de acidentes aeronáuticos.",1,0.08
"Divulgar os ensinamentos contidos neste acidente junto às comunidades de pilotos, empresas de transporte aéreo, empresas de aviação agrícola e entidades de formação de pilotos, salientando a importância do treinamento requerido para recuperação de atitudes anormais, operação do piloto automático e aplicação dos cálculos relativos ao peso e balanceamento.",1,0.08
"Divulgar os ensinamentos contidos na presente investigação, com o intuito de que os construtores de aeronaves de construção amadora priorizem a utilização de materiais aprovados para uso aeronáutico nos sistemas críticos das aeronaves.",1,0.08
"Divulgar os ensinamentos colhidos na presente investigação, com a finalidade de alertar os operadores de aeronaves quanto aos riscos associados à execução da atividade aérea sem a fiel observância dos limites de performance das aeronaves.",1,0.08
"Divulgar os ensinamentos colhidos nesta investigação à Andrade Aviação Agrícola Ltda., afim de que aquele operador aprimore seus mecanismos de supervisão gerencial, objetivando garantir a manutenção de níveis adequados de segurança operacional, particularmente no que concerne às atividades de planejamento e de execução dos voos conduzidos por suas aeronaves.",1,0.08
"Divulgar os ensinamentos colhidos no presente relatório, de modo a alertar os controladores de tráfego aéreo quanto à importância do correto emprego da fraseologia nas comunicações aeronáuticas.",1,0.08
"Divulgar os ensinamentos colhidos neste acidente em palestras e seminários, especialmente os destinados à aviação agrícola, bem como emitir uma DIVOP aos SERIPA.",1,0.08
"Divulgar os ensinamentos colhidos nesta investigação, com a finalidade de alertar os operadores de aeronaves da aviação geral quanto aos riscos associados à execução da atividade aérea sem o fiel cumprimento dos requisitos estabelecidos nos regulamentos em vigor, notadamente na realização de pouso em local não homologado/registrado.",1,0.08
"Divulgar os ensinamentos colhidos nesta investigação, a fim de reforçar aos operadores do EMB 500 os pontos-chave que contribuem para o sucesso do pouso contidos na Flight Operations Letter (FOL) PHE500-002/2015, as boas práticas e recomendações para os procedimentos de pouso, bem como motivar a consulta ao documento que deu origem a essa FOL, a AC 91-79A da FAA.",1,0.08
"Divulgar os ensinamentos colhidos nesta investigação, a fim de que os pilotos que realizam voos acrobáticos sejam alertados sobre a necessidade de manterem suas aptidões psicofísicas em níveis adequados à realização dessa atividade, tendo em vista os riscos inerentes a esse tipo de operação.",1,0.08
"Divulgar os ensinamentos colhidos nesta investigação, a fim de alertar os operadores da aviação civil brasileira sobre a sua responsabilidade primária de acompanhamento e manutenção da aeronavegabilidade continuada das aeronaves por eles operadas.",1,0.08
Divulgar os ensinamentos colhidos nesta investigação às organizações de manutenção certificadas para realização de serviços em aeronaves modelo MU-2B-25.,1,0.08
"Divulgar os ensinamentos colhidos nesta investigação às Unidades Aéreas Públicas querealizam operações especiais segundo os requisitos estabelecidos no RBAC 90, a fim de que sejam divulgados e utilizados em eventos internos de Promoção da Segurança Operacional.",1,0.08
"Divulgar os ensinamentos colhidos nesta investigação às Organizações de Manutenção que possuam este modelo de aeronave nas suas Especificações Operativas, a fim de contribuir na promoção da segurança operacional.",1,0.08
"Divulgar os ensinamentos colhidos nesta investigação às Organizações de Manutenção autorizadas a realizar serviços no modelo de aeronave EMB-202 e realizar ações de promoção da segurança operacional, a fim de divulgar o correto cumprimento dos Manuais, Boletins e Diretrizes de Aeronavegabilidades emitidas que dizem respeito às falhas por fadiga estrutural nas longarinas das aeronaves modelo Ipanema.",1,0.08
"Divulgar os ensinamentos colhidos nesta investigação à empresa Aeroagrícola Nórdica Ltda. a fim de contribuir para a melhoria dos processos de Gerenciamento de Risco à Segurança Operacional (GRSO), buscando uma efetiva identificação de perigos, além da mitigação e gestão dos riscos envolvidos em suas operações de voos de aplicação de defensivos agrícolas.",1,0.08
"Divulgar os ensinamentos colhidos nesta investigação à Tangará Aerocenter Ltda., a fim de que aquela OM utilize esses ensinamentos na promoção da segurança operacional no âmbito daquela organização, divulgando as consequências decorrentes da falta de um efetivo controle de qualidade nos serviços de manutenção dos motores durante os procedimentos preventivos e corretivos.",1,0.08
"Divulgar os ensinamentos colhidos nesta investigação à Policia Rodoviária Federal, a fim de que aquele operador priorize a implementação de uma cultura de segurança operacional no âmbito daquela organização, conforme preconiza o RBAC nº 90.",1,0.08
"Divulgar os ensinamentos colhidos nesta investigação à Pioneira Comércio e Representação de Produtos Agrícolas Ltda.-ME, a fim de que aquele operador se conscientize sobre a necessidade do cumprimento dos requisitos estabelecidos pela Autoridade de Aviação Civil, os quais representam os padrões mínimos de segurança estabelecidos pelo Estado Brasileiro.",1,0.08
"Divulgar os ensinamentos colhidos nesta investigação à Flyer Indústria Aeronáutica Ltda, a fim de que essa empresa verifique a viabilidade de inserção da inspeção de bancada/overhaul da bomba de combustível no plano de manutenção do componente, observando o estabelecido pelo fabricante.",1,0.08
"Divulgar os ensinamentos colhidos nesta investigação à EJ - Escola de Aviação Ltda. ME, a fim de que aquele Centro de Instrução de Aviação Civil (CIAC) estude a possibilidade de incluir, em seus materiais de instrução e de promoção da segurança operacional, os conhecimentos relacionados ao risco de porpoising durante a execução de pousos.",1,0.08
"Divulgar os ensinamentos colhidos nesta investigação ao Centro de Instrução de AviaçãoCivil (CIAC) do Aeroclube de São Paulo, a fim de que os instrutores e alunos daquele CIAC reconheçam desvios e atuem no sentido de descontinuar aproximações não estabilizadas.",1,0.08
"Divulgar os ensinamentos contidos na presente investigação, com o intuito de alertar os pilotos de aeronaves monomotoras para os perigos associados à tentativa de se executar o retorno à pista, durante uma falha de motor após a decolagem.",1,0.08
"Divulgar os ensinamentos colhidos nesta investigação à Aero Center Brasil Táxi Aéreo, afim de que os mesmos possam ser utilizados na promoção da segurança operacional noâmbito do Sistema de Gerenciamento da Segurança Operacional (SMS) daquela empresa.",1,0.08
"Divulgar os ensinamentos colhidos nesta investigação à Aero Agrícola Vargas Ltda., a fimde que aquela Empresa possa realizar ações de promoção da segurança operacional,objetivando assegurar que os perigos associados às suas operações sejam identificados eas mitigações propostas sejam suficientes para a garantia da segurança operacional.",1,0.08
"Divulgar os ensinamentos colhidos nesta investigação à Aero Agrícola São Miguel Ltda.-ME, no sentido de que aquele operador aperfeiçoe seus mecanismos administrativos e operacionais de recebimento, escrituração e verificação dos serviços de manutenção executados nas aeronaves sob sua responsabilidade, como forma de prevenir acidentes aeronáuticos.",1,0.08
"Divulgar os ensinamentos colhidos nesta investigação aos operadores/mantenedores dasaeronaves modelos AT-300/301/302/400A/401 equipadas com trem de pouso principal40007-3; AT-501/502/503A equipadas com trem de pouso principal 40086-1; e AT- 300/301/302/400A/401/402/402A equipadas com trem de pouso principal 40058-2, buscando alertá-los sobre a necessidade do adequado cumprimento do programa de manutenção da aeronave, particularmente, quanto ao Tempo Limite de Vida (TLV) das molas do trem de pouso principal, em consonância com os parâmetros estabelecidos pelaService Letter nº 104 (SL #104) da Air Tractor.",1,0.08
"Divulgar os ensinamentos colhidos nesta investigação aos operadores e mantenedores de aeronaves agrícolas adaptadas ao uso de etanol, a fim que seja observado o fiel cumprimento das recomendações mencionadas na IS 137.201-001, Rev. E, em especial, sobre necessidade de se observar a compatibilidade dos materiais originais quanto ao desgaste e aos aspectos corrosivos do uso de etanol de todos os principais componentes do motor.",1,0.08
"Divulgar os ensinamentos colhidos nesta investigação aos operadores de planadores modelo SZD-48, alertando-os para a necessidade de despender especial atenção para a montagem do bolt (pino) junto ao estabilizador do profundor, uma vez que o não travamento pode ocasionar o seu deslocamento ao longo da superfície de conexão e, consequentemente, a perda de controle da aeronave.",1,0.08
"Divulgar os ensinamentos colhidos nesta investigação aos operadores de aeronaves experimentais, modelos RV-10 e RV-10A, afetadas pelo Boletim de Serviço, SB-001/17-Flyer, alertando-os para o fiel cumprimento do referido boletim.",1,0.08
"Divulgar os ensinamentos colhidos nesta investigação aos operadores de aeronave modelos SR20 e SR22 e aos Centros de Instrução de Aviação Civil certificados para ministrarem cursos teóricos e práticos nesses modelos de aeronave, a fim de incentivar a participação dos pilotos nos treinamentos de reciclagem e nos cursos gratuitos oferecidos pelo fabricante sobre o sistema CAPS.",1,0.08
"Divulgar os ensinamentos colhidos nesta investigação aos operadores da aviação geral, alertando para a necessidade de serem seguidos os procedimentos de emergência previstos nos manuais de operação das aeronaves.",1,0.08
"Divulgar os ensinamentos colhidos nesta investigação aos operadores aeroagrícolas, a fim de evitar a recorrência de novos acidentes.",1,0.08
"Divulgar os ensinamentos colhidos nesta investigação aos Centros de Treinamento de Aviação Civil (CTAC) autorizados a ministrar instrução teórica e prática em aeronaves modelo EMB-500, com o objetivo de incentivar as boas práticas e recomendações para os procedimentos de pouso, bem como motivar a consulta aos documentos publicados pelo fabricante da aeronave.",1,0.08
"Divulgar os ensinamentos colhidos nesta investigação aos Centros de Treinamento da Aviação Civil autorizados a ministrar instruções teóricas e/ou práticas para helicópteros, com o objetivo de contribuir para disseminação da cultura do endosso, enfatizando sua importância para a operação segura das aeronaves.",1,0.08
